#Source,#CH1,#CH2
#Second,#Volt,#Volt
-0.00039412,-0.0312,0.0272
-0.00039408,-0.0312,0.0288
-0.00039404,-0.0304,0.0256
-0.000394,-0.0312,0.0288
-0.00039396,-0.0304,0.0264
-0.00039392,-0.0312,0.0264
-0.00039388,-0.0312,0.0264
-0.00039384,-0.0304,0.0272
-0.0003938,-0.0304,0.0264
-0.00039376,-0.0304,0.0256
-0.00039372,-0.0312,0.0272
-0.00039368,-0.0312,0.0264
-0.00039364,-0.0304,0.0264
-0.0003936,-0.0312,0.0272
-0.00039356,-0.0312,0.0264
-0.00039352,-0.0304,0.0264
-0.00039348,-0.0304,0.0264
-0.00039344,-0.0304,0.0256
-0.0003934,-0.032,0.0264
-0.00039336,-0.0304,0.0272
-0.00039332,-0.0312,0.0272
-0.00039328,-0.0296,0.0264
-0.00039324,-0.0304,0.0264
-0.0003932,-0.0312,0.0264
-0.00039316,-0.0312,0.0264
-0.00039312,-0.0312,0.0264
-0.00039308,-0.032,0.0264
-0.00039304,-0.0312,0.0264
-0.000393,-0.0312,0.0264
-0.00039296,-0.0312,0.0256
-0.00039292,-0.0312,0.0272
-0.00039288,-0.0288,0.0248
-0.00039284,-0.0312,0.0272
-0.0003928,-0.0304,0.0288
-0.00039276,-0.0304,0.0256
-0.00039272,-0.032,0.0256
-0.00039268,-0.0312,0.0272
-0.00039264,-0.032,0.0264
-0.0003926,-0.0304,0.0264
-0.00039256,-0.032,0.0264
-0.00039252,-0.0312,0.0264
-0.00039248,-0.032,0.0256
-0.00039244,-0.0304,0.0256
-0.0003924,-0.032,0.0256
-0.00039236,-0.0312,0.0264
-0.00039232,-0.0312,0.0256
-0.00039228,-0.0312,0.0256
-0.00039224,-0.0304,0.0256
-0.0003922,-0.032,0.0264
-0.00039216,-0.032,0.0256
-0.00039212,-0.032,0.0264
-0.00039208,-0.0312,0.0256
-0.00039204,-0.0312,0.0264
-0.000392,-0.032,0.0256
-0.00039196,-0.032,0.0264
-0.00039192,-0.0304,0.0256
-0.00039188,-0.0312,0.0264
-0.00039184,-0.0304,0.0264
-0.0003918,-0.032,0.0256
-0.00039176,-0.0312,0.0256
-0.00039172,-0.0312,0.0256
-0.00039168,-0.032,0.0256
-0.00039164,-0.0328,0.0256
-0.0003916,-0.0336,0.0256
-0.00039156,-0.0312,0.0256
-0.00039152,-0.0328,0.0256
-0.00039148,-0.0312,0.0256
-0.00039144,-0.0312,0.0256
-0.0003914,-0.0312,0.0264
-0.00039136,-0.032,0.0256
-0.00039132,-0.032,0.0264
-0.00039128,-0.0312,0.0256
-0.00039124,-0.032,0.0256
-0.0003912,-0.0312,0.0256
-0.00039116,-0.032,0.0256
-0.00039112,-0.0336,0.0264
-0.00039108,-0.032,0.0256
-0.00039104,-0.032,0.0256
-0.000391,-0.032,0.0256
-0.00039096,-0.032,0.024
-0.00039092,-0.0312,0.0256
-0.00039088,-0.0304,0.024
-0.00039084,-0.0304,0.0272
-0.0003908,-0.0304,0.0232
-0.00039076,-0.0312,0.0256
-0.00039072,-0.032,0.0256
-0.00039068,-0.0304,0.0248
-0.00039064,-0.0312,0.0264
-0.0003906,-0.0304,0.0256
-0.00039056,-0.032,0.0264
-0.00039052,-0.032,0.0256
-0.00039048,-0.0312,0.0248
-0.00039044,-0.0304,0.0256
-0.0003904,-0.0312,0.0248
-0.00039036,-0.0312,0.0256
-0.00039032,-0.032,0.0264
-0.00039028,-0.0312,0.0256
-0.00039024,-0.032,0.0256
-0.0003902,-0.032,0.0256
-0.00039016,-0.032,0.0256
-0.00039012,-0.0312,0.0256
-0.00039008,-0.0312,0.0232
-0.00039004,-0.032,0.0256
-0.00039,-0.0312,0.0256
-0.00038996,-0.0328,0.0256
-0.00038992,-0.032,0.0256
-0.00038988,-0.032,0.0248
-0.00038984,-0.0312,0.0248
-0.0003898,-0.032,0.024
-0.00038976,-0.0312,0.024
-0.00038972,-0.032,0.0256
-0.00038968,-0.0304,0.0248
-0.00038964,-0.0312,0.0248
-0.0003896,-0.0304,0.0248
-0.00038956,-0.0304,0.0256
-0.00038952,-0.0312,0.024
-0.00038948,-0.0328,0.0256
-0.00038944,-0.0312,0.0256
-0.0003894,-0.0312,0.0248
-0.00038936,-0.032,0.0256
-0.00038932,-0.032,0.0256
-0.00038928,-0.0304,0.024
-0.00038924,-0.032,0.0248
-0.0003892,-0.032,0.0248
-0.00038916,-0.032,0.024
-0.00038912,-0.032,0.0256
-0.00038908,-0.0328,0.0256
-0.00038904,-0.0328,0.0256
-0.000389,-0.0312,0.024
-0.00038896,-0.032,0.024
-0.00038892,-0.032,0.0248
-0.00038888,-0.032,0.024
-0.00038884,-0.032,0.0248
-0.0003888,-0.0328,0.024
-0.00038876,-0.032,0.0248
-0.00038872,-0.0312,0.0256
-0.00038868,-0.0312,0.0256
-0.00038864,-0.0304,0.024
-0.0003886,-0.0312,0.0224
-0.00038856,-0.0328,0.0248
-0.00038852,-0.0336,0.0256
-0.00038848,-0.0328,0.0232
-0.00038844,-0.0328,0.0248
-0.0003884,-0.0312,0.0248
-0.00038836,-0.032,0.024
-0.00038832,-0.0328,0.0248
-0.00038828,-0.0336,0.024
-0.00038824,-0.032,0.0232
-0.0003882,-0.032,0.024
-0.00038816,-0.032,0.0256
-0.00038812,-0.032,0.0256
-0.00038808,-0.0328,0.0248
-0.00038804,-0.0336,0.024
-0.000388,-0.0312,0.0232
-0.00038796,-0.032,0.0248
-0.00038792,-0.032,0.0224
-0.00038788,-0.0336,0.024
-0.00038784,-0.0336,0.024
-0.0003878,-0.0312,0.0224
-0.00038776,-0.0312,0.0224
-0.00038772,-0.0312,0.024
-0.00038768,-0.032,0.0232
-0.00038764,-0.032,0.024
-0.0003876,-0.0312,0.024
-0.00038756,-0.0336,0.024
-0.00038752,-0.0336,0.0248
-0.00038748,-0.032,0.0256
-0.00038744,-0.0312,0.024
-0.0003874,-0.0336,0.024
-0.00038736,-0.0328,0.0232
-0.00038732,-0.032,0.0232
-0.00038728,-0.032,0.0248
-0.00038724,-0.0328,0.0256
-0.0003872,-0.0328,0.0248
-0.00038716,-0.032,0.0232
-0.00038712,-0.0312,0.0224
-0.00038708,-0.0336,0.0232
-0.00038704,-0.032,0.0232
-0.000387,-0.0328,0.0248
-0.00038696,-0.0312,0.024
-0.00038692,-0.0328,0.0224
-0.00038688,-0.0328,0.0232
-0.00038684,-0.0336,0.0256
-0.0003868,-0.0312,0.024
-0.00038676,-0.0312,0.0224
-0.00038672,-0.0336,0.0232
-0.00038668,-0.032,0.0232
-0.00038664,-0.032,0.0224
