#Source,#CH1,#CH2
#Second,#Volt,#Volt
-0.0001946,-0.0232,0.0472
-0.00019458,-0.0232,0.0472
-0.00019456,-0.0232,0.0472
-0.00019454,-0.0232,0.0472
-0.00019452,-0.024,0.0472
-0.0001945,-0.0232,0.048
-0.00019448,-0.024,0.0472
-0.00019446,-0.0232,0.048
-0.00019444,-0.0224,0.0472
-0.00019442,-0.0216,0.0464
-0.0001944,-0.0216,0.0472
-0.00019438,-0.0224,0.0464
-0.00019436,-0.0224,0.0472
-0.00019434,-0.0216,0.0472
-0.00019432,-0.0232,0.0472
-0.0001943,-0.024,0.0472
-0.00019428,-0.0232,0.048
-0.00019426,-0.0232,0.0472
-0.00019424,-0.0232,0.0472
-0.00019422,-0.0232,0.0472
-0.0001942,-0.0216,0.0472
-0.00019418,-0.0248,0.048
-0.00019416,-0.0224,0.048
-0.00019414,-0.0216,0.048
-0.00019412,-0.0224,0.0472
-0.0001941,-0.024,0.0472
-0.00019408,-0.024,0.048
-0.00019406,-0.0224,0.0464
-0.00019404,-0.0232,0.0456
-0.00019402,-0.0216,0.0472
-0.000194,-0.0232,0.0472
-0.00019398,-0.0232,0.0472
-0.00019396,-0.0224,0.0472
-0.00019394,-0.024,0.0472
-0.00019392,-0.0232,0.0472
-0.0001939,-0.0232,0.0472
-0.00019388,-0.0216,0.0472
-0.00019386,-0.0232,0.0472
-0.00019384,-0.0224,0.048
-0.00019382,-0.024,0.048
-0.0001938,-0.0224,0.048
-0.00019378,-0.0232,0.0464
-0.00019376,-0.0224,0.0456
-0.00019374,-0.0232,0.0472
-0.00019372,-0.024,0.0472
-0.0001937,-0.0248,0.048
-0.00019368,-0.0232,0.0472
-0.00019366,-0.0232,0.0472
-0.00019364,-0.0232,0.0472
-0.00019362,-0.0232,0.0472
-0.0001936,-0.0232,0.0472
-0.00019358,-0.0248,0.048
-0.00019356,-0.024,0.0472
-0.00019354,-0.0232,0.0472
-0.00019352,-0.0224,0.0472
-0.0001935,-0.0256,0.0472
-0.00019348,-0.0224,0.048
-0.00019346,-0.0224,0.0472
-0.00019344,-0.0232,0.048
-0.00019342,-0.024,0.0488
-0.0001934,-0.0224,0.0472
-0.00019338,-0.0216,0.0472
-0.00019336,-0.024,0.048
-0.00019334,-0.024,0.0504
-0.00019332,-0.0232,0.0496
-0.0001933,-0.0216,0.0464
-0.00019328,-0.0216,0.0456
-0.00019326,-0.0232,0.0464
-0.00019324,-0.0248,0.048
-0.00019322,-0.0232,0.0472
-0.0001932,-0.024,0.0472
-0.00019318,-0.0248,0.0472
-0.00019316,-0.0232,0.048
-0.00019314,-0.0224,0.048
-0.00019312,-0.0224,0.0472
-0.0001931,-0.0248,0.0472
-0.00019308,-0.024,0.0472
-0.00019306,-0.024,0.0472
-0.00019304,-0.0248,0.048
-0.00019302,-0.0248,0.0472
-0.000193,-0.024,0.048
-0.00019298,-0.0232,0.0472
-0.00019296,-0.0232,0.0472
-0.00019294,-0.0224,0.0472
-0.00019292,-0.0248,0.0472
-0.0001929,-0.0224,0.0472
-0.00019288,-0.024,0.0472
-0.00019286,-0.0248,0.048
-0.00019284,-0.0248,0.0472
-0.00019282,-0.0248,0.0472
-0.0001928,-0.0232,0.0472
-0.00019278,-0.0232,0.0464
-0.00019276,-0.0232,0.0472
-0.00019274,-0.0248,0.0472
-0.00019272,-0.024,0.0472
-0.0001927,-0.024,0.0472
-0.00019268,-0.024,0.0488
-0.00019266,-0.0248,0.0488
-0.00019264,-0.0248,0.0472
-0.00019262,-0.0232,0.0472
-0.0001926,-0.0248,0.0472
-0.00019258,-0.0248,0.0472
-0.00019256,-0.024,0.048
-0.00019254,-0.0248,0.048
-0.00019252,-0.0248,0.048
-0.0001925,-0.0224,0.0472
-0.00019248,-0.0216,0.0464
-0.00019246,-0.0232,0.0464
-0.00019244,-0.024,0.0472
-0.00019242,-0.0248,0.0472
-0.0001924,-0.0232,0.0472
-0.00019238,-0.024,0.048
-0.00019236,-0.0224,0.0472
-0.00019234,-0.0224,0.0472
-0.00019232,-0.0232,0.0472
-0.0001923,-0.0224,0.048
-0.00019228,-0.0216,0.0464
-0.00019226,-0.0232,0.048
-0.00019224,-0.0248,0.048
-0.00019222,-0.0232,0.0472
-0.0001922,-0.0232,0.0472
-0.00019218,-0.024,0.0472
-0.00019216,-0.024,0.048
-0.00019214,-0.0232,0.0472
-0.00019212,-0.024,0.0472
-0.0001921,-0.0248,0.0472
-0.00019208,-0.0232,0.0472
-0.00019206,-0.024,0.0472
-0.00019204,-0.0232,0.0472
-0.00019202,-0.024,0.0472
-0.000192,-0.0248,0.0472
-0.00019198,-0.0248,0.0472
-0.00019196,-0.0248,0.0472
-0.00019194,-0.0248,0.0472
-0.00019192,-0.0256,0.0472
-0.0001919,-0.0256,0.0488
-0.00019188,-0.0256,0.048
-0.00019186,-0.0248,0.0472
-0.00019184,-0.0248,0.0472
-0.00019182,-0.0248,0.0472
-0.0001918,-0.0232,0.0472
-0.00019178,-0.0224,0.0472
-0.00019176,-0.0232,0.048
-0.00019174,-0.0248,0.0472
-0.00019172,-0.024,0.0488
-0.0001917,-0.0248,0.048
-0.00019168,-0.024,0.0472
-0.00019166,-0.0248,0.0472
-0.00019164,-0.024,0.0472
-0.00019162,-0.024,0.0472
-0.0001916,-0.024,0.0472
-0.00019158,-0.024,0.0472
-0.00019156,-0.0248,0.0472
-0.00019154,-0.0248,0.0472
-0.00019152,-0.024,0.0472
-0.0001915,-0.0232,0.0472
-0.00019148,-0.0248,0.0488
-0.00019146,-0.0248,0.0472
-0.00019144,-0.0248,0.0472
-0.00019142,-0.0248,0.0472
-0.0001914,-0.0232,0.0472
-0.00019138,-0.0248,0.0464
-0.00019136,-0.024,0.0472
-0.00019134,-0.0248,0.0472
-0.00019132,-0.024,0.048
-0.0001913,-0.0248,0.0472
-0.00019128,-0.024,0.0472
-0.00019126,-0.0248,0.048
-0.00019124,-0.0248,0.0472
-0.00019122,-0.0248,0.0472
-0.0001912,-0.0232,0.0472
-0.00019118,-0.0248,0.0472
-0.00019116,-0.0248,0.048
-0.00019114,-0.0256,0.048
-0.00019112,-0.0248,0.0472
-0.0001911,-0.0232,0.0472
-0.00019108,-0.024,0.0472
-0.00019106,-0.0256,0.0472
-0.00019104,-0.0248,0.048
-0.00019102,-0.0248,0.048
-0.000191,-0.0256,0.0488
-0.00019098,-0.0256,0.0488
-0.00019096,-0.0248,0.048
-0.00019094,-0.024,0.0464
-0.00019092,-0.024,0.0472
-0.0001909,-0.0248,0.048
-0.00019088,-0.024,0.0472
-0.00019086,-0.024,0.048
-0.00019084,-0.0256,0.0488
-0.00019082,-0.0256,0.0472
-0.0001908,-0.0248,0.0472
-0.00019078,-0.0232,0.0472
-0.00019076,-0.024,0.0472
-0.00019074,-0.0248,0.0472
-0.00019072,-0.0256,0.048
-0.0001907,-0.0248,0.0472
-0.00019068,-0.0248,0.048
-0.00019066,-0.0248,0.0472
-0.00019064,-0.0248,0.048
-0.00019062,-0.0264,0.048
-0.0001906,-0.0256,0.0488
-0.00019058,-0.0248,0.0472
-0.00019056,-0.0248,0.048
-0.00019054,-0.0248,0.0464
-0.00019052,-0.0248,0.0472
-0.0001905,-0.0256,0.0472
-0.00019048,-0.0256,0.0472
-0.00019046,-0.0248,0.048
-0.00019044,-0.0256,0.0472
-0.00019042,-0.0256,0.0472
-0.0001904,-0.0256,0.0472
-0.00019038,-0.0256,0.0472
-0.00019036,-0.0248,0.0488
-0.00019034,-0.0232,0.0472
-0.00019032,-0.0248,0.0472
-0.0001903,-0.0256,0.0488
-0.00019028,-0.0256,0.0472
-0.00019026,-0.0248,0.0472
-0.00019024,-0.0248,0.0472
-0.00019022,-0.0264,0.0472
-0.0001902,-0.0248,0.048
-0.00019018,-0.0256,0.048
-0.00019016,-0.0248,0.048
-0.00019014,-0.0248,0.0472
-0.00019012,-0.0248,0.0472
-0.0001901,-0.0256,0.0472
-0.00019008,-0.0256,0.0472
-0.00019006,-0.0256,0.048
-0.00019004,-0.0264,0.0488
-0.00019002,-0.0256,0.048
-0.00019,-0.0256,0.048
-0.00018998,-0.0256,0.048
-0.00018996,-0.0248,0.048
-0.00018994,-0.0264,0.0472
-0.00018992,-0.0232,0.0472
-0.0001899,-0.024,0.0472
-0.00018988,-0.024,0.0472
-0.00018986,-0.0248,0.0472
-0.00018984,-0.0248,0.0472
-0.00018982,-0.0264,0.0472
-0.0001898,-0.0256,0.0472
-0.00018978,-0.0256,0.0472
-0.00018976,-0.0256,0.048
-0.00018974,-0.0264,0.048
-0.00018972,-0.0248,0.0472
-0.0001897,-0.0248,0.0472
-0.00018968,-0.0248,0.0472
-0.00018966,-0.0256,0.048
-0.00018964,-0.0256,0.048
-0.00018962,-0.0248,0.048
-0.0001896,-0.0264,0.0488
-0.00018958,-0.0264,0.0472
-0.00018956,-0.0248,0.0472
-0.00018954,-0.0248,0.0472
-0.00018952,-0.0248,0.0464
-0.0001895,-0.0248,0.0472
-0.00018948,-0.024,0.0472
-0.00018946,-0.024,0.0472
-0.00018944,-0.0256,0.0472
-0.00018942,-0.0264,0.048
-0.0001894,-0.0264,0.0488
-0.00018938,-0.0264,0.0488
-0.00018936,-0.0248,0.0472
-0.00018934,-0.0248,0.0472
-0.00018932,-0.0248,0.0456
-0.0001893,-0.0248,0.0472
-0.00018928,-0.0256,0.048
-0.00018926,-0.0248,0.0472
-0.00018924,-0.0264,0.0472
-0.00018922,-0.0264,0.0472
-0.0001892,-0.0232,0.0472
-0.00018918,-0.0264,0.0472
-0.00018916,-0.0248,0.048
-0.00018914,-0.0248,0.0472
-0.00018912,-0.0256,0.048
-0.0001891,-0.0264,0.0472
-0.00018908,-0.0248,0.048
-0.00018906,-0.0256,0.0472
-0.00018904,-0.0256,0.0472
-0.00018902,-0.0248,0.048
-0.000189,-0.0264,0.0472
-0.00018898,-0.0272,0.0488
