X,CH1
Second,Volt,
4.13e-03,7.60e-01
4.14e-03,8.00e-01
4.14e-03,8.00e-01
4.14e-03,8.00e-01
4.15e-03,8.00e-01
4.15e-03,8.00e-01
4.16e-03,8.40e-01
4.16e-03,8.60e-01
4.16e-03,9.00e-01
4.17e-03,8.80e-01
4.17e-03,9.00e-01
4.18e-03,8.80e-01
4.18e-03,9.20e-01
4.18e-03,9.00e-01
4.19e-03,9.20e-01
4.19e-03,9.20e-01
4.20e-03,9.60e-01
4.20e-03,9.40e-01
4.20e-03,9.80e-01
4.21e-03,9.60e-01
4.21e-03,1.00e+00
4.22e-03,9.40e-01
4.22e-03,1.02e+00
4.22e-03,1.00e+00
4.23e-03,9.60e-01
4.23e-03,1.00e+00
4.24e-03,1.00e+00
4.24e-03,9.40e-01
4.24e-03,1.02e+00
4.25e-03,9.80e-01
4.25e-03,9.60e-01
4.26e-03,9.80e-01
4.26e-03,1.00e+00
4.26e-03,9.60e-01
4.27e-03,9.40e-01
4.27e-03,9.60e-01
4.28e-03,9.20e-01
4.28e-03,9.80e-01
4.28e-03,9.40e-01
4.29e-03,9.60e-01
4.29e-03,9.40e-01
4.30e-03,9.40e-01
4.30e-03,9.20e-01
4.30e-03,9.00e-01
4.31e-03,9.00e-01
4.31e-03,8.80e-01
4.32e-03,9.00e-01
4.32e-03,9.00e-01
4.32e-03,8.80e-01
4.33e-03,8.20e-01
4.33e-03,8.60e-01
4.34e-03,8.00e-01
4.34e-03,8.20e-01
4.34e-03,8.20e-01
4.35e-03,7.80e-01
4.35e-03,7.80e-01
4.36e-03,7.60e-01
4.36e-03,7.20e-01
4.36e-03,7.20e-01
4.37e-03,7.20e-01
4.37e-03,6.80e-01
4.38e-03,6.80e-01
4.38e-03,6.60e-01
4.38e-03,6.40e-01
4.39e-03,6.00e-01
4.39e-03,5.80e-01
4.40e-03,5.60e-01
4.40e-03,5.40e-01
4.40e-03,5.00e-01
4.41e-03,5.00e-01
4.41e-03,4.80e-01
4.42e-03,4.60e-01
4.42e-03,4.40e-01
4.42e-03,4.20e-01
4.43e-03,4.00e-01
4.43e-03,3.80e-01
4.44e-03,3.80e-01
4.44e-03,3.20e-01
4.44e-03,3.00e-01
4.45e-03,2.80e-01
4.45e-03,2.40e-01
4.46e-03,2.20e-01
4.46e-03,2.20e-01
4.46e-03,1.60e-01
4.47e-03,1.60e-01
4.47e-03,1.20e-01
4.48e-03,7.99e-02
4.48e-03,7.99e-02
4.48e-03,6.00e-02
4.49e-03,4.00e-02
4.49e-03,2.00e-02
4.50e-03,0.00e+00
4.50e-03,-4.00e-02
4.50e-03,-7.99e-02
4.51e-03,-7.99e-02
4.51e-03,-1.20e-01
4.52e-03,-1.20e-01
4.52e-03,-1.60e-01
4.52e-03,-1.80e-01
4.53e-03,-2.20e-01
4.53e-03,-2.40e-01
4.54e-03,-2.80e-01
4.54e-03,-2.80e-01
4.54e-03,-3.20e-01
4.55e-03,-3.20e-01
4.55e-03,-3.60e-01
4.56e-03,-3.80e-01
4.56e-03,-4.00e-01
4.56e-03,-4.40e-01
4.57e-03,-4.60e-01
4.57e-03,-5.00e-01
4.58e-03,-4.60e-01
4.58e-03,-5.00e-01
4.58e-03,-5.20e-01
4.59e-03,-5.60e-01
4.59e-03,-5.80e-01
4.60e-03,-6.20e-01
4.60e-03,-7.00e-01
4.60e-03,-6.40e-01
4.61e-03,-6.60e-01
4.61e-03,-6.60e-01
4.62e-03,-6.80e-01
4.62e-03,-7.00e-01
4.62e-03,-7.40e-01
4.63e-03,-7.60e-01
4.63e-03,-7.80e-01
4.64e-03,-8.00e-01
4.64e-03,-7.80e-01
4.64e-03,-8.20e-01
4.65e-03,-8.20e-01
4.65e-03,-8.60e-01
4.66e-03,-8.20e-01
4.66e-03,-8.60e-01
4.66e-03,-8.80e-01
4.67e-03,-8.80e-01
4.67e-03,-9.20e-01
4.68e-03,-8.80e-01
4.68e-03,-9.20e-01
4.68e-03,-9.20e-01
4.69e-03,-9.60e-01
4.69e-03,-9.20e-01
4.70e-03,-9.60e-01
4.70e-03,-9.20e-01
4.70e-03,-9.60e-01
4.71e-03,-9.80e-01
4.71e-03,-9.60e-01
4.72e-03,-1.00e+00
4.72e-03,-9.60e-01
4.72e-03,-9.40e-01
4.73e-03,-1.00e+00
4.73e-03,-1.00e+00
4.74e-03,-1.02e+00
4.74e-03,-1.00e+00
4.74e-03,-9.80e-01
4.75e-03,-9.60e-01
4.75e-03,-9.80e-01
4.76e-03,-9.60e-01
4.76e-03,-9.40e-01
4.76e-03,-9.80e-01
4.77e-03,-9.80e-01
4.77e-03,-9.20e-01
4.78e-03,-9.80e-01
4.78e-03,-9.60e-01
4.78e-03,-9.20e-01
4.79e-03,-9.60e-01
4.79e-03,-9.60e-01
4.80e-03,-9.60e-01
4.80e-03,-9.00e-01
4.80e-03,-9.00e-01
4.81e-03,-9.20e-01
4.81e-03,-9.00e-01
4.82e-03,-8.80e-01
4.82e-03,-9.00e-01
4.82e-03,-8.60e-01
4.83e-03,-8.80e-01
4.83e-03,-8.40e-01
4.84e-03,-8.40e-01
4.84e-03,-8.40e-01
4.84e-03,-8.00e-01
4.85e-03,-7.80e-01
4.85e-03,-7.60e-01
4.86e-03,-7.60e-01
4.86e-03,-7.40e-01
4.86e-03,-7.40e-01
4.87e-03,-7.20e-01
